session_id	blocking_session_id	status	wait_type	wait_seconds	db_name	running_sql	login_name	host_name	program_name
89	0	runnable	NULL	0.000000	klas	SELECT COUNT(*) as cnt FROM (                 SELECT f.[id]                 FROM [file_indexings] f                 INNER JOIN [scannings] s ON f.[id] = s.[file_indexing_id]                 INNER JOIN [pagetypings] p ON f.[id] = p.[file_indexing_id]                                  GROUP BY f.[id]                 HAVING COUNT(DISTINCT p.[id]) > 0 AND COUNT(DISTINCT p.[id]) < COUNT(DISTINCT s.[id])             ) t	klaesDb	DC-02	Apache HTTP Server
77	0	runnable	NULL	0.000000	klas	SELECT COUNT(*) as cnt FROM (                 SELECT f.[id]                 FROM [file_indexings] f                 INNER JOIN [scannings] s ON f.[id] = s.[file_indexing_id]                 INNER JOIN [pagetypings] p ON f.[id] = p.[file_indexing_id]                                  GROUP BY f.[id]                 HAVING COUNT(DISTINCT p.[id]) > 0 AND COUNT(DISTINCT p.[id]) < COUNT(DISTINCT s.[id])             ) t	klaesDb	DC-02	Apache HTTP Server
82	0	running	NULL	0.000000	klas	SELECT COUNT(*) as cnt FROM (                 SELECT f.[id]                 FROM [file_indexings] f                 INNER JOIN [scannings] s ON f.[id] = s.[file_indexing_id]                 INNER JOIN [pagetypings] p ON f.[id] = p.[file_indexing_id]                                  GROUP BY f.[id]                 HAVING COUNT(DISTINCT p.[id]) > 0 AND COUNT(DISTINCT p.[id]) < COUNT(DISTINCT s.[id])             ) t	klaesDb	DC-02	Apache HTTP Server
84	0	runnable	NULL	0.000000	klas	SELECT COUNT(*) as cnt FROM (                 SELECT f.[id]                 FROM [file_indexings] f                 INNER JOIN [scannings] s ON f.[id] = s.[file_indexing_id]                 INNER JOIN [pagetypings] p ON f.[id] = p.[file_indexing_id]                                  GROUP BY f.[id]                 HAVING COUNT(DISTINCT p.[id]) >= COUNT(DISTINCT s.[id]) AND COUNT(DISTINCT s.[id]) > 0             ) t	klaesDb	DC-02	Apache HTTP Server
85	0	runnable	NULL	0.000000	klas	SELECT COUNT(*) as cnt FROM (                 SELECT f.[id]                 FROM [file_indexings] f                 INNER JOIN [scannings] s ON f.[id] = s.[file_indexing_id]                 INNER JOIN [pagetypings] p ON f.[id] = p.[file_indexing_id]                                  GROUP BY f.[id]                 HAVING COUNT(DISTINCT p.[id]) >= COUNT(DISTINCT s.[id]) AND COUNT(DISTINCT s.[id]) > 0             ) t	klaesDb	DC-02	Apache HTTP Server
72	0	runnable	NULL	0.000000	klas	SELECT COUNT(*) as cnt FROM (                 SELECT f.[id]                 FROM [file_indexings] f                 INNER JOIN [scannings] s ON f.[id] = s.[file_indexing_id]                 INNER JOIN [pagetypings] p ON f.[id] = p.[file_indexing_id]                                  GROUP BY f.[id]                 HAVING COUNT(DISTINCT p.[id]) > 0 AND COUNT(DISTINCT p.[id]) < COUNT(DISTINCT s.[id])             ) t	klaesDb	DC-02	Apache HTTP Server
51	0	runnable	NULL	0.000000	klas	SELECT COUNT(*) as cnt FROM (                 SELECT f.[id]                 FROM [file_indexings] f                 INNER JOIN [scannings] s ON f.[id] = s.[file_indexing_id]                 INNER JOIN [pagetypings] p ON f.[id] = p.[file_indexing_id]                                  GROUP BY f.[id]                 HAVING COUNT(DISTINCT p.[id]) > 0 AND COUNT(DISTINCT p.[id]) < COUNT(DISTINCT s.[id])             ) t	klaesDb	DC-02	Apache HTTP Server
58	0	runnable	NULL	0.000000	klas	SELECT COUNT(*) as cnt FROM (                 SELECT f.[id]                 FROM [file_indexings] f                 INNER JOIN [scannings] s ON f.[id] = s.[file_indexing_id]                 INNER JOIN [pagetypings] p ON f.[id] = p.[file_indexing_id]                                  GROUP BY f.[id]                 HAVING COUNT(DISTINCT p.[id]) > 0 AND COUNT(DISTINCT p.[id]) < COUNT(DISTINCT s.[id])             ) t	klaesDb	DC-02	Apache HTTP Server
68	0	runnable	NULL	0.000000	klas	SELECT COUNT(*) as cnt FROM (                 SELECT f.[id]                 FROM [file_indexings] f                 INNER JOIN [scannings] s ON f.[id] = s.[file_indexing_id]                 INNER JOIN [pagetypings] p ON f.[id] = p.[file_indexing_id]                                  GROUP BY f.[id]                 HAVING COUNT(DISTINCT p.[id]) >= COUNT(DISTINCT s.[id]) AND COUNT(DISTINCT s.[id]) > 0             ) t	klaesDb	DC-02	Apache HTTP Server
70	0	runnable	NULL	0.000000	klas	SELECT COUNT(*) as cnt FROM (                 SELECT f.[id]                 FROM [file_indexings] f                 INNER JOIN [scannings] s ON f.[id] = s.[file_indexing_id]                 INNER JOIN [pagetypings] p ON f.[id] = p.[file_indexing_id]                                  GROUP BY f.[id]                 HAVING COUNT(DISTINCT p.[id]) >= COUNT(DISTINCT s.[id]) AND COUNT(DISTINCT s.[id]) > 0             ) t	klaesDb	DC-02	Apache HTTP Server
61	0	runnable	NULL	0.000000	klas	SELECT COUNT(*) as cnt FROM (                 SELECT f.[id]                 FROM [file_indexings] f                 INNER JOIN [scannings] s ON f.[id] = s.[file_indexing_id]                 INNER JOIN [pagetypings] p ON f.[id] = p.[file_indexing_id]                                  GROUP BY f.[id]                 HAVING COUNT(DISTINCT p.[id]) > 0 AND COUNT(DISTINCT p.[id]) < COUNT(DISTINCT s.[id])             ) t	klaesDb	DC-02	Apache HTTP Server
63	0	runnable	NULL	0.000000	klas	SELECT COUNT(*) as cnt FROM (                 SELECT f.[id]                 FROM [file_indexings] f                 INNER JOIN [scannings] s ON f.[id] = s.[file_indexing_id]                 INNER JOIN [pagetypings] p ON f.[id] = p.[file_indexing_id]                                  GROUP BY f.[id]                 HAVING COUNT(DISTINCT p.[id]) > 0 AND COUNT(DISTINCT p.[id]) < COUNT(DISTINCT s.[id])             ) t	klaesDb	DC-02	Apache HTTP Server
64	0	runnable	NULL	0.000000	klas	SELECT COUNT(*) as cnt FROM (                 SELECT f.[id]                 FROM [file_indexings] f                 INNER JOIN [scannings] s ON f.[id] = s.[file_indexing_id]                 INNER JOIN [pagetypings] p ON f.[id] = p.[file_indexing_id]                                  GROUP BY f.[id]                 HAVING COUNT(DISTINCT p.[id]) > 0 AND COUNT(DISTINCT p.[id]) < COUNT(DISTINCT s.[id])             ) t	klaesDb	DC-02	Apache HTTP Server
116	0	runnable	NULL	0.000000	klas	SELECT COUNT(*) as cnt FROM (                 SELECT f.[id]                 FROM [file_indexings] f                 INNER JOIN [scannings] s ON f.[id] = s.[file_indexing_id]                 INNER JOIN [pagetypings] p ON f.[id] = p.[file_indexing_id]                                  GROUP BY f.[id]                 HAVING COUNT(DISTINCT p.[id]) > 0 AND COUNT(DISTINCT p.[id]) < COUNT(DISTINCT s.[id])             ) t	klaesDb	DC-02	Apache HTTP Server
113	0	runnable	NULL	0.000000	klas	SELECT COUNT(*) as cnt FROM (                 SELECT f.[id]                 FROM [file_indexings] f                 INNER JOIN [scannings] s ON f.[id] = s.[file_indexing_id]                 INNER JOIN [pagetypings] p ON f.[id] = p.[file_indexing_id]                                  GROUP BY f.[id]                 HAVING COUNT(DISTINCT p.[id]) > 0 AND COUNT(DISTINCT p.[id]) < COUNT(DISTINCT s.[id])             ) t	klaesDb	DC-02	Apache HTTP Server
107	0	runnable	NULL	0.000000	klas	SELECT COUNT(*) as cnt FROM (                 SELECT f.[id]                 FROM [file_indexings] f                 INNER JOIN [scannings] s ON f.[id] = s.[file_indexing_id]                 INNER JOIN [pagetypings] p ON f.[id] = p.[file_indexing_id]                                  GROUP BY f.[id]                 HAVING COUNT(DISTINCT p.[id]) > 0 AND COUNT(DISTINCT p.[id]) < COUNT(DISTINCT s.[id])             ) t	klaesDb	DC-02	Apache HTTP Server
122	0	running	NULL	0.000000	klas	SELECT COUNT(*) as cnt FROM (                 SELECT f.[id]                 FROM [file_indexings] f                 INNER JOIN [scannings] s ON f.[id] = s.[file_indexing_id]                 INNER JOIN [pagetypings] p ON f.[id] = p.[file_indexing_id]                                  GROUP BY f.[id]                 HAVING COUNT(DISTINCT p.[id]) >= COUNT(DISTINCT s.[id]) AND COUNT(DISTINCT s.[id]) > 0             ) t	klaesDb	DC-02	Apache HTTP Server
126	0	runnable	NULL	0.000000	klas	SELECT COUNT(*) as cnt FROM (                 SELECT f.[id]                 FROM [file_indexings] f                 INNER JOIN [scannings] s ON f.[id] = s.[file_indexing_id]                 INNER JOIN [pagetypings] p ON f.[id] = p.[file_indexing_id]                                  GROUP BY f.[id]                 HAVING COUNT(DISTINCT p.[id]) >= COUNT(DISTINCT s.[id]) AND COUNT(DISTINCT s.[id]) > 0             ) t	klaesDb	DC-02	Apache HTTP Server
127	0	runnable	NULL	0.000000	klas	SELECT COUNT(*) as cnt FROM (                 SELECT f.[id]                 FROM [file_indexings] f                 INNER JOIN [scannings] s ON f.[id] = s.[file_indexing_id]                 INNER JOIN [pagetypings] p ON f.[id] = p.[file_indexing_id]                                  GROUP BY f.[id]                 HAVING COUNT(DISTINCT p.[id]) > 0 AND COUNT(DISTINCT p.[id]) < COUNT(DISTINCT s.[id])             ) t	klaesDb	DC-02	Apache HTTP Server
128	0	runnable	NULL	0.000000	klas	SELECT COUNT(*) as cnt FROM (                 SELECT f.[id]                 FROM [file_indexings] f                 INNER JOIN [scannings] s ON f.[id] = s.[file_indexing_id]                 INNER JOIN [pagetypings] p ON f.[id] = p.[file_indexing_id]                                  GROUP BY f.[id]                 HAVING COUNT(DISTINCT p.[id]) > 0 AND COUNT(DISTINCT p.[id]) < COUNT(DISTINCT s.[id])             ) t	klaesDb	DC-02	Apache HTTP Server
129	0	runnable	NULL	0.000000	klas	SELECT COUNT(*) as cnt FROM (                 SELECT f.[id]                 FROM [file_indexings] f                 INNER JOIN [scannings] s ON f.[id] = s.[file_indexing_id]                 INNER JOIN [pagetypings] p ON f.[id] = p.[file_indexing_id]                                  GROUP BY f.[id]                 HAVING COUNT(DISTINCT p.[id]) >= COUNT(DISTINCT s.[id]) AND COUNT(DISTINCT s.[id]) > 0             ) t	klaesDb	DC-02	Apache HTTP Server
131	0	runnable	NULL	0.000000	klas	SELECT COUNT(*) as cnt FROM (                 SELECT f.[id]                 FROM [file_indexings] f                 INNER JOIN [scannings] s ON f.[id] = s.[file_indexing_id]                 INNER JOIN [pagetypings] p ON f.[id] = p.[file_indexing_id]                                  GROUP BY f.[id]                 HAVING COUNT(DISTINCT p.[id]) > 0 AND COUNT(DISTINCT p.[id]) < COUNT(DISTINCT s.[id])             ) t	klaesDb	DC-02	Apache HTTP Server
132	0	runnable	NULL	0.000000	klas	SELECT COUNT(*) as cnt FROM (                 SELECT f.[id]                 FROM [file_indexings] f                 INNER JOIN [scannings] s ON f.[id] = s.[file_indexing_id]                 INNER JOIN [pagetypings] p ON f.[id] = p.[file_indexing_id]                                  GROUP BY f.[id]                 HAVING COUNT(DISTINCT p.[id]) > 0 AND COUNT(DISTINCT p.[id]) < COUNT(DISTINCT s.[id])             ) t	klaesDb	DC-02	Apache HTTP Server
